,text
1779,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!"
1780,@united I missed my connection already. Then I missed the next flight they put me on.  Now I'm going to LAX instead of Hawaii.  :(
1781,@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries
1782,@united line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time.
1783,"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations."
1784,"@united, American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service."
1785,@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed
1786,"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue #bringbackrealstaff"
1787,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good."
1788,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN
1789,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎"
1790,@united you guys are gay
1791,@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday
1792,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!"
1793,"@united Thanks so much , my passport was recovered"
1794,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k
1795,@united no thank you
1796,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??"
1797,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate
1798,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?"
1799,"@united You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?"
1800,@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.  #fun
1801,@united is by far the worst airline ever 😡😡
1802,"@united, no. Re-booked with American and United said they'd transfer our bags to them."
1803,@united I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.
1804,@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed
1805,@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess
1806,@united Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?
1807,@united more people would catch their flights if your attendants had more help!
1808,"@United no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch"
1809,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService
1810,@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!
1811,@united so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. #United #premier1K
1812,"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks."
1813,@united called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid
1814,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?"
1815,@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I
1816,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to
1817,"@united welcome to our world, that's a snow world today. @GooseBayAirport Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk"
1818,@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on
1819,"@united delayed because of salt on the floor from previous passengers? The 180 of just just want to fly, don't care about our shoes. Ua649"
1820,"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed"
1821,@united I unfortunately didn't get her name :( she was not nice!
1822,@united  what did you do with my seat. International connection. Seriously?
1823,@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.
1824,@united My bag is lost and I can't get ahold of anyone that can help
1825,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!
1826,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show"""
1827,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!
1828,@united never flying United again! Worst experience ever
1829,"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went."
1830,@united tried that. Cannot figure out where to go to get it.
1831,@united cannot direct message you you do not follow us. I want my luggage.  Please hep
1832,@united Did you get your 757 Model?
1833,@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.
1834,@united we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service
1835,@united direct messages not going through please help
1836,"@United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures"
1837,@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app
1838,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!
1839,@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a
1840,@united will do. Just need to get CVG.... and my bag too. Thanks
1841,"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium."
1842,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!
